,seed,n_samples,n_features,n_clusters,k,std,Base Model_train,Base Model_valid,Base Model_mean_error,Naive Bayes_train,Naive Bayes_valid,Naive Bayes_mean_error,Decision Tree_train,Decision Tree_valid,Decision Tree_mean_error,Random Forest_train,Random Forest_valid,Random Forest_mean_error,Linear SVM_train,Linear SVM_valid,Linear SVM_mean_error,RBF SVM_train,RBF SVM_valid,RBF SVM_mean_error,MLP_train,MLP_valid,MLP_mean_error
3,3,30000,20,20,30,0.5,1.0,1.0,0.014212468384829296,0.9819166666666667,0.975,0.013171480701372106,1.0,0.8663333333333333,0.016127627456085553,0.780375,0.7733333333333333,0.02933825406108788,0.9962083333333334,0.993,0.014212468384829296,0.9714166666666667,0.9676666666666667,0.016168735012014986,0.9665416666666666,0.9611666666666666,0.013862541169417774
4,4,30000,20,20,30,0.5,1.0,1.0,0.012162213692728996,0.9851666666666666,0.9805,0.012463632107181394,1.0,0.8685,0.02130460791178872,0.7720833333333333,0.7661666666666667,0.026720765175599803,0.9964166666666666,0.9956666666666667,0.01191915936507887,0.9740833333333333,0.9718333333333333,0.016300535567386535,0.947875,0.9421666666666667,0.021282779255337468
0,0,50000,20,20,50,0.5,1.0,1.0,0.02209280004080148,0.969575,0.9573,0.022908027826439425,1.0,0.6923,0.040251486411316185,0.560975,0.532,0.22159319475295053,0.992175,0.9859,0.022266991004903168,0.974875,0.968,0.024935368017376277,0.929075,0.905,0.024049312874850303
1,1,50000,20,20,50,0.5,1.0,1.0,0.026370990903791854,0.968575,0.9601,0.02501862734944021,1.0,0.7,0.03408610753493579,0.5425,0.5344,0.05543962954756468,0.992125,0.9875,0.023735444743349158,0.969675,0.9636,0.024078557514965807,0.925775,0.9156,0.026464808290381073
2,2,50000,20,20,50,0.5,1.0,1.0,0.027122687941809914,0.96805,0.9566,0.020292681099389677,1.0,0.6824,0.038669869187520446,0.534475,0.5143,0.037079871991572186,0.99245,0.9864,0.027098672732174013,0.9687,0.9628,0.020781186499321255,0.929925,0.9107,0.024548594285258917
3,3,50000,20,20,50,0.5,1.0,1.0,0.013272887883381606,0.965475,0.9575,0.015801620762911382,1.0,0.6923,0.046157205017835254,0.5471,0.5327,0.06668058200112087,0.992875,0.9866,0.014267984156598398,0.973375,0.9687,0.013837575979497562,0.931025,0.9211,0.019264903747701963
4,4,50000,20,20,50,0.5,1.0,1.0,0.016623338034087536,0.9689,0.9564,0.01705035254836008,1.0,0.6936,0.047948980894575846,0.55595,0.539,0.060383005030398805,0.99205,0.986,0.018463476765559705,0.972425,0.9656,0.018154638346050477,0.928775,0.9093,0.0232277167154668
0,0,100000,20,20,100,0.5,1.0,1.0,0.04033146062370916,0.9525875,0.943,0.0389374972818988,1.0,0.49875,0.06844370630861757,0.3560625,0.33945,0.21655317443751268,0.98485,0.9719,0.04056220289713711,0.96655,0.96055,0.0431921437134524,0.9372375,0.8945,0.04271419596360005
1,1,100000,20,20,100,0.5,1.0,1.0,0.02690605348025965,0.9541625,0.94295,0.02990487614378318,1.0,0.5005,0.06485311265774278,0.3465125,0.33215,0.1127503430220021,0.98585,0.97235,0.025598842258461037,0.9664375,0.95855,0.02849515455133895,0.9348,0.89505,0.02952810851723723
2,2,100000,20,20,100,0.5,1.0,1.0,0.03729637479238972,0.953725,0.94315,0.034072985571183045,1.0,0.4965,0.07842160537137013,0.3549125,0.33725,0.1086566084070752,0.9857125,0.9719,0.03393165692479988,0.9692625,0.9623,0.0357227837608975,0.941225,0.899,0.03764523075683326
3,3,100000,20,20,100,0.5,1.0,1.0,0.035985526705016445,0.9514625,0.93585,0.03372034871098548,1.0,0.48745,0.0966528506938448,0.324625,0.30475,0.09358863149610311,0.9844125,0.97035,0.03793030972011112,0.9664625,0.9587,0.03341710011754472,0.9253375,0.8868,0.04356850567544246
4,4,100000,20,20,100,0.5,1.0,1.0,0.03912286172193755,0.953125,0.941,0.03852107204727763,1.0,0.49855,0.09692790254982092,0.3571375,0.3373,0.10028246732881614,0.985175,0.97065,0.037971679607067224,0.966025,0.958,0.036362512554722164,0.941325,0.9022,0.2321012193667335
0,0,100000,20,20,100,0.5,1.0,1.0,0.04033146062370916,0.9525875,0.943,0.0389374972818988,1.0,0.49875,0.06844370630861757,0.3560625,0.33945,0.21655317443751268,0.98485,0.9719,0.04056220289713711,0.96655,0.96055,0.0431921437134524,0.9372375,0.8945,0.04271419596360005
1,1,100000,20,20,100,0.5,1.0,1.0,0.02690605348025965,0.9541625,0.94295,0.02990487614378318,1.0,0.5005,0.06485311265774278,0.3465125,0.33215,0.1127503430220021,0.98585,0.97235,0.025598842258461037,0.9664375,0.95855,0.02849515455133895,0.9348,0.89505,0.02952810851723723
2,2,100000,20,20,100,0.5,1.0,1.0,0.03729637479238972,0.953725,0.94315,0.034072985571183045,1.0,0.4965,0.07842160537137013,0.3549125,0.33725,0.1086566084070752,0.9857125,0.9719,0.03393165692479988,0.9692625,0.9623,0.0357227837608975,0.941225,0.899,0.03764523075683326
3,3,100000,20,20,100,0.5,1.0,1.0,0.035985526705016445,0.9514625,0.93585,0.03372034871098548,1.0,0.48745,0.0966528506938448,0.324625,0.30475,0.09358863149610311,0.9844125,0.97035,0.03793030972011112,0.9664625,0.9587,0.03341710011754472,0.9253375,0.8868,0.04356850567544246
4,4,100000,20,20,100,0.5,1.0,1.0,0.03912286172193755,0.953125,0.941,0.03852107204727763,1.0,0.49855,0.09692790254982092,0.3571375,0.3373,0.10028246732881614,0.985175,0.97065,0.037971679607067224,0.966025,0.958,0.036362512554722164,0.941325,0.9022,0.2321012193667335
